시군명,사업장명,소재지우편번호,소재지도로명주소,소재지지번주소,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,WGS84위도,WGS84경도,구명,읍면동명,리계,나머지주소,도명
하남시,릴리펏,465150,"경기도 하남시 미사강변대로 216, 3층 301, 302호 (망월동, 한강트윈프라자2)",경기도 하남시 망월동 968번지 한강트윈프라자2,20161214,폐업,20200413,Y,201.64,,키즈카페,37.5689713681,127.1845275967,,망월동,,968번지 한강트윈프라자2,경기도
화성시,오감그리다 안산새솔점,18244,"경기도 화성시 수노을중앙로 150, 더드림 604호 일부 (새솔동)",경기도 화성시 새솔동 76-11 더드림 604호 일부 ,2023-02-23,영업,,N,32.45,,키즈카페,37.2837611308,126.8189681457,,새솔동,,76-11 더드림 604호 일부,경기도
화성시,랄라키즈,18497,"경기도 화성시 동탄대로5길 15, 더샵 동탄센텀폴리스 1단지 그랑파사쥬 2층 2051호, 2052호의 일부호 (송동)",경기도 화성시 송동 725-4 더샵 동탄센텀폴리스 1단지 ,2023-10-12,영업,,Y,56.71,,키즈카페,37.1661035864,127.105146726,,송동,,725-4 더샵 동탄센텀폴리스 1단지,경기도
화성시,"오감, 그리다 동탄점",18490,"경기도 화성시 동탄신리천로 414, 5층 502호, 503호의 일부호 (목동)","경기도 화성시 목동 0 5층 502호, 503호의 일부호 ",2022-03-28,영업,,N,57.02,,키즈카페,37.1820205542,127.1239454012,,목동,,"0 5층 502호, 503호의 일부호",경기도
화성시,큐리키즈카페,18498,"경기도 화성시 동탄순환대로 22, 에프엠타워 2층 201호~204호의 일부호 (장지동)",경기도 화성시 장지동 912-8 에프엠타워 2층 201호~204호의 일부 ,2023-02-17,영업,,N,63.99,,키즈카페,37.1644863044,127.0960094119,,장지동,,912-8 에프엠타워 2층 201호~204호의 일부,경기도
화성시,세서미스트리트런앤플레이,445-150,"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 판매시설 지하2층 일부호 (오산동)",경기도 화성시 오산동 967-157 동탄역 롯데캐슬 판매시설 지하2층 일부호,2021-08-19,영업,,N,32.7,,키즈카페,37.200675377,127.0979238519,,오산동,,967-157 동탄역 롯데캐슬 판매시설 지하2층 일부호,경기도
화성시,핑크코끼리 동탄점,445-130,"경기도 화성시 동탄순환대로 692, ACEPLAZA 5층 503호 (영천동)",경기도 화성시 영천동 681-6 ACEPLAZA 503호,2019-08-23,폐업,2024-01-15,Y,142.53,,키즈카페,37.2067778484,127.1114148725,,영천동,,681-6 ACEPLAZA 503호,경기도
화성시,"오감,그리다",18244,"경기도 화성시 수노을중앙로 150, 더드림Ⅰ 6층 604호 (새솔동)",경기도 화성시 새솔동 76-11 ,2021-06-22,폐업,2023-02-23,N,32.45,,키즈카페,37.2837611308,126.8189681457,,새솔동,,76-11,경기도
화성시,프릴리 키즈카페,445150,"경기도 화성시 동탄신리천로 268, 베라프라자 5층 501호, 502호의 일부호 (오산동)","경기도 화성시 오산동 1040-1 5층 501호, 502호의 일부호",20211220,영업,,N,92.4,,키즈카페,37.1836267449,127.1077819106,,오산동,,"1040-1 5층 501호, 502호의 일부호",경기도
화성시,큐리키즈카페,18244,"경기도 화성시 꽃내음1길 19-26, 채울프라자 6층 일부 (새솔동)",경기도 화성시 새솔동 0,20190620,영업,,N,75.0,,키즈카페,37.2830285168,126.8185347998,,새솔동,,0,경기도
화성시,샤를롯데키즈카페,445851,"경기도 화성시 남양읍 시청로 64, 일영프라자 1동 4층 401호 일부호",경기도 화성시 남양읍 남양리 2294-8 일영프라자 1동 4층 401호 일부호,20211115,영업,,N,26.4,,키즈카페,37.203996528,126.8219843935,,남양읍,남양리,2294-8 일영프라자 1동 4층 401호 일부호,경기도
화성시,드로잉월,445390,"경기도 화성시 경기대로 1078-28, 1층 (진안동)",경기도 화성시 진안동 481-9,20140129,영업,,N,29.8,,키즈카페,37.2114263886,127.0332661913,,진안동,,481-9,경기도
화성시,키즈고점핑클럽,445938,"경기도 화성시 향남읍 상신하길로298번길 7-27, 향남 시티프라자 1동 7층 701호 일부호",경기도 화성시 향남읍 하길리 1470-5 향남 시티프라자 1동 7층 701호 일부호,20211126,영업,,N,11.79,,키즈카페,37.1146380407,126.9127263735,,향남읍,하길리,1470-5 향남 시티프라자 1동 7층 701호 일부호,경기도
화성시,리틀봉봉키즈카페,445851,"경기도 화성시 남양읍 역골동로 122, 3층 일부",경기도 화성시 남양읍 남양리 2230-6,20200309,영업,,Y,6.6,,키즈카페,37.2107365613,126.8310752849,,남양읍,남양리,2230-6,경기도
화성시,릴리펏동탄반송점,445160,"경기도 화성시 노작로1길 22, 1층 (반송동)",경기도 화성시 반송동 124-7 1층,20150528,폐업,20200401,N,171.9,,키즈카페,37.1961530556,127.0805163801,,반송동,,124-7 1층,경기도
화성시,슈슈봉봉 동탄점,445130,"경기도 화성시 동탄순환대로29길 60, 301일부호 (영천동, 강산프라자)",경기도 화성시 영천동 675-4 301일부호,20160726,폐업,20200423,Y,138.95,,키즈카페,37.2045246689,127.1087781716,,영천동,,675-4 301일부호,경기도
화성시,베베살롱,445150,"경기도 화성시 동탄대로 469-12, 판매시설동 2층 2006,2007호 (오산동, 동탄역 린스트라우스)","경기도 화성시 오산동 산 88-13 동탄역 린스트라우스 2층 2006, 2007호 판매시설동",20190604,폐업,20220120,Y,120.6,,키즈카페,37.1965518481,127.0967175125,,오산동,,"산 88-13 동탄역 린스트라우스 2층 2006, 2007호 판매시설동",경기도
화성시,베베가든,445160,"경기도 화성시 동탄지성로 94, 하나로오피스텔 2층 203~205호 (반송동)",경기도 화성시 반송동 42-5 하나로오피스텔 2층 203~205,20181002,폐업,20220805,Y,192.77,,키즈카페,37.2076880164,127.0646863447,,반송동,,42-5 하나로오피스텔 2층 203~205,경기도
화성시,디아망,445160,"경기도 화성시 동탄중심상가1길 33, 동탄미래도프라자 8층 801,802호의 일부호 (반송동)",경기도 화성시 반송동 104-3 동탄미래도프라자,20190917,폐업,20200929,N,70.0,,키즈카페,37.2011071785,127.0719473363,,반송동,,104-3 동탄미래도프라자,경기도
화성시,윙키즈,445150,"경기도 화성시 동탄대로 537, 라스플로레스 5층 507호 (오산동)",경기도 화성시 오산동 967-150 라스플로레스 507호,20180802,폐업,20220726,Y,121.0,,키즈카페,37.2022258061,127.0979268967,,오산동,,967-150 라스플로레스 507호,경기도
