법정동코드,시군구명,읍면동명,리명,계,남자,여자,0~9세 유아 인구,30~40대 부모 인구,시군명,구명
4128511200,고양시 일산동구,문봉동,,1941,1040,901,84,451,고양시,일산동구
4128511300,고양시 일산동구,성석동,,9782,5071,4711,477,2646,고양시,일산동구
4128710100,고양시 일산서구,일산동,,77300,37414,39886,4170,19992,고양시,일산서구
4128710200,고양시 일산서구,주엽동,,53070,24748,28322,2631,13565,고양시,일산서구
4128710300,고양시 일산서구,탄현동,,48306,23500,24806,3136,13280,고양시,일산서구
4128710400,고양시 일산서구,대화동,,53019,25869,27150,2774,15064,고양시,일산서구
4128710500,고양시 일산서구,덕이동,,30841,15100,15741,1990,8093,고양시,일산서구
4128710600,고양시 일산서구,가좌동,,16637,8119,8518,816,3814,고양시,일산서구
4128710700,고양시 일산서구,구산동,,1745,950,795,25,313,고양시,일산서구
4128710800,고양시 일산서구,법곳동,,1247,670,577,24,248,고양시,일산서구
4129010100,과천시,관문동,,95,50,45,7,31,과천시,
4129010200,과천시,문원동,,6466,3140,3326,272,1564,과천시,
4129010300,과천시,갈현동,,18696,9149,9547,3479,7126,과천시,
4129010400,과천시,막계동,,104,55,49,8,26,과천시,
4129010500,과천시,과천동,,5065,2577,2488,293,1403,과천시,
4129010600,과천시,주암동,,1110,603,507,51,355,과천시,
4129010700,과천시,중앙동,,11222,5396,5826,777,3054,과천시,
4129010800,과천시,원문동,,14310,6891,7419,1566,4413,과천시,
4129010900,과천시,별양동,,16325,7967,8358,1426,4948,과천시,
4129011000,과천시,부림동,,11944,5800,6144,914,3550,과천시,
4131010100,구리시,갈매동,,30409,14950,15459,3104,10921,구리시,
4131010200,구리시,사노동,,1072,588,484,24,213,구리시,
4131010300,구리시,인창동,,56684,27528,29156,3261,15546,구리시,
4131010400,구리시,교문동,,36865,18332,18533,1593,9693,구리시,
4131010500,구리시,수택동,,47002,23308,23694,2078,13022,구리시,
4131010600,구리시,아천동,,1775,867,908,94,511,구리시,
4131010700,구리시,토평동,,12797,6780,6017,586,3394,구리시,
4136010100,남양주시,호평동,,55648,27047,28601,4243,16483,남양주시,
4136010200,남양주시,평내동,,37413,18331,19082,2531,10795,남양주시,
4136010300,남양주시,금곡동,,17116,8734,8382,384,3719,남양주시,
4136010400,남양주시,일패동,,1144,677,467,19,200,남양주시,
4136010500,남양주시,이패동,,785,471,314,40,203,남양주시,
4136010600,남양주시,삼패동,,417,237,180,13,88,남양주시,
4136010800,남양주시,수석동,,371,213,158,17,80,남양주시,
4136010900,남양주시,지금동,,3,2,1,0,1,남양주시,
4136011000,남양주시,도농동,,3,2,1,0,1,남양주시,
4136011100,남양주시,별내동,,82811,40145,42666,6921,27109,남양주시,
4136011200,남양주시,다산동,,141504,69007,72497,15034,50237,남양주시,
4136025000,남양주시,와부읍,,3,1,2,0,1,남양주시,
4136025021,남양주시,와부읍,덕소리,36056,17536,18520,1706,8834,남양주시,
4136025022,남양주시,와부읍,도곡리,18710,9135,9575,936,4523,남양주시,
4136025023,남양주시,와부읍,팔당리,617,340,277,7,106,남양주시,
4136025024,남양주시,와부읍,월문리,1905,1080,825,86,506,남양주시,
4136025025,남양주시,와부읍,율석리,795,439,356,23,149,남양주시,
4136025300,남양주시,진접읍,,1,1,0,0,0,남양주시,
4136025321,남양주시,진접읍,장현리,27119,13441,13678,1291,6727,남양주시,
4136025322,남양주시,진접읍,내각리,6759,3531,3228,177,1423,남양주시,
4136025323,남양주시,진접읍,내곡리,855,488,367,7,152,남양주시,
4136025324,남양주시,진접읍,연평리,2524,1311,1213,92,586,남양주시,
4136025325,남양주시,진접읍,부평리,15094,7595,7499,1375,4676,남양주시,
4136025326,남양주시,진접읍,팔야리,2459,1368,1091,71,538,남양주시,
4136025327,남양주시,진접읍,진벌리,3135,1661,1474,179,827,남양주시,
4136025328,남양주시,진접읍,금곡리,37340,18475,18865,2558,10256,남양주시,
4136025600,남양주시,화도읍,,1,1,0,0,1,남양주시,
4136025621,남양주시,화도읍,마석우리,22893,11528,11365,1195,6070,남양주시,
4136025622,남양주시,화도읍,묵현리,34431,16972,17459,1733,8758,남양주시,
4136025623,남양주시,화도읍,가곡리,6318,3209,3109,324,1566,남양주시,
4136025624,남양주시,화도읍,구암리,845,439,406,17,152,남양주시,
4136025625,남양주시,화도읍,금남리,1294,696,598,27,248,남양주시,
4136025626,남양주시,화도읍,답내리,3030,1561,1469,231,890,남양주시,
4136025627,남양주시,화도읍,월산리,7832,3868,3964,690,2408,남양주시,
4136025628,남양주시,화도읍,창현리,18415,9141,9274,949,4611,남양주시,
4136025629,남양주시,화도읍,녹촌리,12964,6459,6505,1273,4219,남양주시,
4136025630,남양주시,화도읍,차산리,4202,2211,1991,258,1182,남양주시,
4136025921,남양주시,진건읍,사능리,2634,1421,1213,48,549,남양주시,
4136025922,남양주시,진건읍,배양리,675,369,306,18,108,남양주시,
4136025923,남양주시,진건읍,진관리,1457,784,673,35,267,남양주시,
4136025924,남양주시,진건읍,신월리,1099,575,524,38,230,남양주시,
4136025925,남양주시,진건읍,용정리,12428,6287,6141,415,2807,남양주시,
4136025926,남양주시,진건읍,송능리,1823,947,876,27,322,남양주시,
4136026200,남양주시,오남읍,,1,1,0,0,0,남양주시,
4136026221,남양주시,오남읍,양지리,16558,8265,8293,747,4119,남양주시,
4136026222,남양주시,오남읍,팔현리,525,284,241,10,70,남양주시,
4136026223,남양주시,오남읍,오남리,33972,16892,17080,1572,8371,남양주시,
4136026521,남양주시,퇴계원읍,퇴계원리,26843,13293,13550,1060,6302,남양주시,
4136031021,남양주시,별내면,청학리,17003,8466,8537,668,3659,남양주시,
4136031022,남양주시,별내면,용암리,388,203,185,6,58,남양주시,
4136031023,남양주시,별내면,광전리,637,344,293,16,139,남양주시,
4136034021,남양주시,수동면,운수리,1539,757,782,29,231,남양주시,
4136034022,남양주시,수동면,지둔리,653,326,327,11,113,남양주시,
4136034023,남양주시,수동면,수산리,770,377,393,18,117,남양주시,
4136034024,남양주시,수동면,내방리,941,468,473,16,144,남양주시,
4136034025,남양주시,수동면,외방리,1350,726,624,22,231,남양주시,
4136034026,남양주시,수동면,입석리,2155,1176,979,71,419,남양주시,
4136034027,남양주시,수동면,송천리,1103,620,483,26,197,남양주시,
4136036021,남양주시,조안면,능내리,805,416,389,24,167,남양주시,
4136036022,남양주시,조안면,조안리,527,287,240,12,114,남양주시,
4136036023,남양주시,조안면,진중리,424,224,200,12,65,남양주시,
4136036024,남양주시,조안면,송촌리,701,355,346,22,142,남양주시,
4136036025,남양주시,조안면,삼봉리,851,426,425,22,142,남양주시,
4136036026,남양주시,조안면,시우리,464,236,228,10,79,남양주시,
4137010100,오산시,오산동,,17869,9323,8546,699,4677,오산시,
4137010200,오산시,부산동,,19474,9676,9798,1939,6817,오산시,
4137010300,오산시,원동,,43840,22632,21208,3250,14832,오산시,
4137010400,오산시,궐동,,25960,14833,11127,2260,11369,오산시,
4137010500,오산시,청학동,,3150,1814,1336,94,1251,오산시,
4137010600,오산시,가장동,,471,288,183,5,105,오산시,
4137010700,오산시,금암동,,21317,10346,10971,1503,6649,오산시,
4137010800,오산시,수청동,,16049,8224,7825,1072,5403,오산시,
4137010900,오산시,은계동,,4394,2346,2048,182,1258,오산시,
4137011000,오산시,내삼미동,,12237,6506,5731,1278,4729,오산시,
4137011100,오산시,외삼미동,,7714,3936,3778,913,2937,오산시,
4137011200,오산시,양산동,,9597,4978,4619,668,2830,오산시,
4137011300,오산시,세교동,,8453,4387,4066,490,3032,오산시,
4137011400,오산시,지곶동,,5646,2928,2718,691,2235,오산시,
4137011500,오산시,서랑동,,206,121,85,0,45,오산시,
4137011600,오산시,서동,,7396,3824,3572,669,2829,오산시,
4137011700,오산시,벌음동,,171,104,67,8,50,오산시,
4137011800,오산시,두곡동,,198,113,85,3,37,오산시,
4137011900,오산시,탑동,,1252,645,607,67,393,오산시,
4137012000,오산시,누읍동,,7296,3759,3537,625,2599,오산시,
4137012100,오산시,가수동,,5668,2986,2682,350,2088,오산시,
4137012200,오산시,고현동,,4736,2651,2085,424,2076,오산시,
4137012300,오산시,청호동,,7070,3659,3411,452,2304,오산시,
4137012400,오산시,갈곶동,,13162,6766,6396,805,4098,오산시,
4139010100,시흥시,대야동,,41340,20794,20546,2741,12101,시흥시,
4139010200,시흥시,신천동,,33173,17114,16059,1085,7692,시흥시,
4139010300,시흥시,방산동,,431,268,163,2,52,시흥시,
4139010400,시흥시,포동,,5358,2733,2625,178,1181,시흥시,
4139010500,시흥시,미산동,,3218,1734,1484,85,651,시흥시,
4139010600,시흥시,은행동,,54111,26924,27187,5430,18023,시흥시,
4139010700,시흥시,안현동,,367,214,153,1,66,시흥시,
4139010800,시흥시,매화동,,7940,4155,3785,322,1837,시흥시,
4139010900,시흥시,도창동,,3013,1597,1416,111,636,시흥시,
4139011000,시흥시,금이동,,262,165,97,1,42,시흥시,
4139011200,시흥시,과림동,,1276,772,504,46,236,시흥시,
4139011300,시흥시,계수동,,556,332,224,7,87,시흥시,
4139011700,시흥시,화정동,,55,33,22,2,12,시흥시,
4139011800,시흥시,능곡동,,19930,9795,10135,1365,5613,시흥시,
4139011900,시흥시,하중동,,8009,4132,3877,333,1833,시흥시,
4139012000,시흥시,하상동,,7187,3630,3557,228,1528,시흥시,
4139012100,시흥시,광석동,,1445,738,707,167,492,시흥시,
4139012200,시흥시,물왕동,,205,112,93,4,28,시흥시,
4139012300,시흥시,산현동,,8712,4359,4353,1176,3488,시흥시,
4139012400,시흥시,조남동,,24267,12279,11988,2325,8434,시흥시,
4139012500,시흥시,논곡동,,3928,2073,1855,242,1151,시흥시,
4139012600,시흥시,목감동,,3758,1889,1869,264,1225,시흥시,
4139012700,시흥시,거모동,,21391,11123,10268,1073,5920,시흥시,
4139012800,시흥시,군자동,,5199,2636,2563,903,2108,시흥시,
4139012900,시흥시,장현동,,22163,11109,11054,2956,8669,시흥시,
4139013000,시흥시,장곡동,,32981,16625,16356,3859,11588,시흥시,
4139013100,시흥시,월곶동,,17477,9107,8370,1070,5476,시흥시,
4139013200,시흥시,정왕동,,112487,63741,48746,6055,36275,시흥시,
4139013300,시흥시,죽율동,,5114,2625,2489,425,1590,시흥시,
4139013400,시흥시,무지내동,,501,313,188,2,75,시흥시,
4139013500,시흥시,배곧동,,70621,36034,34587,7928,27348,시흥시,
4141010100,군포시,당동,,51900,26270,25630,2503,13794,군포시,
4141010200,군포시,당정동,,13547,7132,6415,669,3684,군포시,
4141010300,군포시,부곡동,,15730,7727,8003,1088,4657,군포시,
4141010400,군포시,산본동,,103937,50706,53231,5138,27896,군포시,
4141010500,군포시,금정동,,48990,24230,24760,2164,14653,군포시,
4141010600,군포시,둔대동,,138,71,67,1,24,군포시,
4141010700,군포시,속달동,,293,164,129,12,58,군포시,
4141010800,군포시,대야미동,,8673,4318,4355,414,2242,군포시,
4141010900,군포시,도마교동,,11597,5802,5795,1361,4402,군포시,
4143010100,의왕시,고천동,,5384,2784,2600,778,3287,의왕시,
4143010200,의왕시,이동,,1250,844,406,16,412,의왕시,
4143010300,의왕시,삼동,,23955,11834,12121,1422,6399,의왕시,
4143010400,의왕시,왕곡동,,7214,3584,3630,351,1785,의왕시,
4143010500,의왕시,오전동,,34545,17028,17517,2062,8821,의왕시,
4143010600,의왕시,학의동,,11419,5636,5783,905,3225,의왕시,
4143010700,의왕시,내손동,,34757,17102,17655,2266,9157,의왕시,
4143010800,의왕시,청계동,,7514,3683,3831,439,1783,의왕시,
4143010900,의왕시,포일동,,24098,11728,12370,1727,7131,의왕시,
4143011000,의왕시,월암동,,629,336,293,18,151,의왕시,
4143011100,의왕시,초평동,,3319,1685,1634,714,1781,의왕시,
4145010100,하남시,천현동,,1850,1060,790,55,509,하남시,
4145010200,하남시,하산곡동,,2110,1104,1006,50,489,하남시,
4145010300,하남시,창우동,,15086,7387,7699,887,4153,하남시,
4145010400,하남시,배알미동,,86,46,40,3,10,하남시,
4145010500,하남시,상산곡동,,1060,590,470,19,222,하남시,
4145010600,하남시,신장동,,37743,18884,18859,2504,11516,하남시,
4145010800,하남시,덕풍동,,59024,29521,29503,3393,16254,하남시,
4145010900,하남시,망월동,,78922,38670,40252,5769,30545,하남시,
4145011000,하남시,풍산동,,29572,14555,15017,3229,10513,하남시,
4145011100,하남시,미사동,,849,463,386,22,181,하남시,
4145011200,하남시,선동,,20172,9858,10314,1989,6768,하남시,
4145011300,하남시,감북동,,2666,1485,1181,79,741,하남시,
4145011400,하남시,감일동,,10258,5158,5100,1168,3990,하남시,
4145011500,하남시,감이동,,29705,14777,14928,4608,11193,하남시,
4145011600,하남시,학암동,,34953,17170,17783,4158,12159,하남시,
4145011700,하남시,교산동,,168,106,62,7,38,하남시,
4145011800,하남시,춘궁동,,484,296,188,12,107,하남시,
4145011900,하남시,하사창동,,177,119,58,1,42,하남시,
4145012000,하남시,상사창동,,167,108,59,0,29,하남시,
4145012100,하남시,항동,,122,84,38,2,33,하남시,
4145012200,하남시,초일동,,1066,577,489,79,316,하남시,
4145012300,하남시,초이동,,1664,947,717,31,376,하남시,
4145012400,하남시,광암동,,508,295,213,3,104,하남시,
4146110100,용인시 처인구,김량장동,,21872,10846,11026,1245,6340,용인시,처인구
4146110200,용인시 처인구,역북동,,34866,17578,17288,2977,11664,용인시,처인구
4146110300,용인시 처인구,삼가동,,11971,5946,6025,704,3147,용인시,처인구
4146110400,용인시 처인구,남동,,5024,2755,2269,174,1138,용인시,처인구
4146110500,용인시 처인구,유방동,,15517,7767,7750,831,4555,용인시,처인구
4146110600,용인시 처인구,고림동,,35706,18069,17637,3929,12983,용인시,처인구
4146110700,용인시 처인구,마평동,,10251,5250,5001,393,2447,용인시,처인구
4146110800,용인시 처인구,운학동,,1236,666,570,44,230,용인시,처인구
4146110900,용인시 처인구,호동,,638,326,312,22,125,용인시,처인구
4146111000,용인시 처인구,해곡동,,208,105,103,6,36,용인시,처인구
4146125021,용인시 처인구,포곡읍,삼계리,6352,3248,3104,254,1699,용인시,처인구
4146125022,용인시 처인구,포곡읍,금어리,1165,659,506,58,291,용인시,처인구
4146125023,용인시 처인구,포곡읍,둔전리,14160,7183,6977,544,3612,용인시,처인구
4146125024,용인시 처인구,포곡읍,영문리,1790,908,882,67,433,용인시,처인구
4146125025,용인시 처인구,포곡읍,마성리,914,478,436,37,223,용인시,처인구
4146125026,용인시 처인구,포곡읍,가실리,2,2,0,0,0,용인시,처인구
4146125027,용인시 처인구,포곡읍,전대리,5978,3182,2796,316,1706,용인시,처인구
4146125028,용인시 처인구,포곡읍,유운리,451,259,192,7,69,용인시,처인구
4146125029,용인시 처인구,포곡읍,신원리,383,223,160,4,55,용인시,처인구
4146125321,용인시 처인구,모현읍,왕산리,14152,7328,6824,1233,4507,용인시,처인구
4146125322,용인시 처인구,모현읍,갈담리,1063,597,466,21,215,용인시,처인구
4146125323,용인시 처인구,모현읍,초부리,1243,685,558,27,217,용인시,처인구
4146125324,용인시 처인구,모현읍,일산리,3770,1937,1833,155,848,용인시,처인구
4146125325,용인시 처인구,모현읍,매산리,1159,639,520,21,226,용인시,처인구
4146125326,용인시 처인구,모현읍,동림리,3558,1849,1709,203,1048,용인시,처인구
4146125327,용인시 처인구,모현읍,능원리,3594,1823,1771,203,1076,용인시,처인구
4146125328,용인시 처인구,모현읍,오산리,2225,1095,1130,118,657,용인시,처인구
4146125621,용인시 처인구,이동읍,송전리,4076,2159,1917,233,1042,용인시,처인구
4146125622,용인시 처인구,이동읍,어비리,361,189,172,3,55,용인시,처인구
4146125623,용인시 처인구,이동읍,묘봉리,493,260,233,3,78,용인시,처인구
4146125624,용인시 처인구,이동읍,화산리,417,242,175,3,83,용인시,처인구
4146125625,용인시 처인구,이동읍,시미리,593,319,274,11,129,용인시,처인구
4146125626,용인시 처인구,이동읍,덕성리,718,386,332,11,136,용인시,처인구
4146125627,용인시 처인구,이동읍,묵리,1360,458,902,16,166,용인시,처인구
4146125628,용인시 처인구,이동읍,천리,10137,5338,4799,598,2854,용인시,처인구
4146125629,용인시 처인구,이동읍,서리,1187,606,581,44,243,용인시,처인구
4146125921,용인시 처인구,남사읍,봉무리,1100,569,531,44,256,용인시,처인구
4146125922,용인시 처인구,남사읍,북리,561,312,249,8,108,용인시,처인구
4146125923,용인시 처인구,남사읍,통삼리,357,210,147,9,44,용인시,처인구
4146125924,용인시 처인구,남사읍,봉명리,600,341,259,14,102,용인시,처인구
4146125925,용인시 처인구,남사읍,진목리,702,376,326,15,129,용인시,처인구
4146125926,용인시 처인구,남사읍,원암리,409,246,163,4,70,용인시,처인구
4146125927,용인시 처인구,남사읍,전궁리,442,237,205,13,77,용인시,처인구
4146125928,용인시 처인구,남사읍,방아리,796,432,364,28,157,용인시,처인구
4146125929,용인시 처인구,남사읍,창리,696,358,338,24,127,용인시,처인구
4146125930,용인시 처인구,남사읍,아곡리,6471,3186,3285,762,2355,용인시,처인구
4146125931,용인시 처인구,남사읍,완장리,11477,5683,5794,1399,4350,용인시,처인구
4146134021,용인시 처인구,원삼면,고당리,584,299,285,12,118,용인시,처인구
4146134022,용인시 처인구,원삼면,사암리,1415,732,683,33,227,용인시,처인구
4146134023,용인시 처인구,원삼면,좌항리,1357,678,679,45,278,용인시,처인구
4146134024,용인시 처인구,원삼면,맹리,708,374,334,5,107,용인시,처인구
4146134025,용인시 처인구,원삼면,미평리,343,192,151,9,64,용인시,처인구
4146134026,용인시 처인구,원삼면,두창리,1282,674,608,51,292,용인시,처인구
4146134027,용인시 처인구,원삼면,독성리,328,174,154,13,66,용인시,처인구
4146134028,용인시 처인구,원삼면,죽능리,463,251,212,10,80,용인시,처인구
4146134029,용인시 처인구,원삼면,목신리,341,185,156,1,50,용인시,처인구
4146134030,용인시 처인구,원삼면,학일리,234,132,102,1,30,용인시,처인구
4146134031,용인시 처인구,원삼면,문촌리,348,195,153,11,66,용인시,처인구
4146134032,용인시 처인구,원삼면,가재월리,225,118,107,5,33,용인시,처인구
4146135021,용인시 처인구,백암면,백암리,1368,752,616,44,308,용인시,처인구
4146135022,용인시 처인구,백암면,박곡리,689,376,313,14,132,용인시,처인구
4146135023,용인시 처인구,백암면,백봉리,828,487,341,11,151,용인시,처인구
4146135024,용인시 처인구,백암면,고안리,486,263,223,7,91,용인시,처인구
4146135025,용인시 처인구,백암면,옥산리,418,221,197,6,59,용인시,처인구
4146135026,용인시 처인구,백암면,장평리,354,187,167,4,61,용인시,처인구
4146135027,용인시 처인구,백암면,석천리,279,147,132,8,44,용인시,처인구
4146135028,용인시 처인구,백암면,용천리,511,276,235,4,58,용인시,처인구
4146135029,용인시 처인구,백암면,근삼리,518,272,246,11,78,용인시,처인구
4146135030,용인시 처인구,백암면,근창리,1233,625,608,41,262,용인시,처인구
4146135031,용인시 처인구,백암면,근곡리,279,147,132,6,44,용인시,처인구
4146135032,용인시 처인구,백암면,가창리,690,379,311,18,147,용인시,처인구
4146135033,용인시 처인구,백암면,가좌리,227,135,92,4,31,용인시,처인구
4146136021,용인시 처인구,양지면,양지리,6250,3252,2998,318,1876,용인시,처인구
4146136022,용인시 처인구,양지면,남곡리,5732,3143,2589,334,1952,용인시,처인구
4146136023,용인시 처인구,양지면,평창리,1794,930,864,75,395,용인시,처인구
4146136024,용인시 처인구,양지면,제일리,1700,905,795,94,411,용인시,처인구
4146136025,용인시 처인구,양지면,추계리,609,319,290,36,127,용인시,처인구
4146136026,용인시 처인구,양지면,식금리,365,199,166,11,60,용인시,처인구
4146136027,용인시 처인구,양지면,정수리,218,114,104,7,41,용인시,처인구
4146136028,용인시 처인구,양지면,대대리,1045,524,521,53,235,용인시,처인구
4146136029,용인시 처인구,양지면,주북리,1197,627,570,38,274,용인시,처인구
4146136030,용인시 처인구,양지면,송문리,787,414,373,13,127,용인시,처인구
4146310100,용인시 기흥구,신갈동,,36475,18172,18303,2327,11288,용인시,기흥구
4146310200,용인시 기흥구,구갈동,,40102,20272,19830,2877,13219,용인시,기흥구
4146310300,용인시 기흥구,상갈동,,12549,6490,6059,630,3685,용인시,기흥구
4146310400,용인시 기흥구,하갈동,,5000,2413,2587,245,1107,용인시,기흥구
4146310500,용인시 기흥구,보라동,,28571,14050,14521,1795,7662,용인시,기흥구
4146310600,용인시 기흥구,지곡동,,4058,2030,2028,197,929,용인시,기흥구
4146310700,용인시 기흥구,공세동,,16042,7904,8138,922,4493,용인시,기흥구
4146310800,용인시 기흥구,고매동,,4789,2411,2378,193,1242,용인시,기흥구
4146310900,용인시 기흥구,농서동,,3841,2115,1726,118,988,용인시,기흥구
4146311000,용인시 기흥구,서천동,,21064,10557,10507,1913,6967,용인시,기흥구
4146311100,용인시 기흥구,영덕동,,48551,24070,24481,4252,16182,용인시,기흥구
4146311200,용인시 기흥구,언남동,,23286,11284,12002,1397,5915,용인시,기흥구
4146311300,용인시 기흥구,마북동,,33545,16417,17128,2034,8980,용인시,기흥구
4146311400,용인시 기흥구,청덕동,,15323,7270,8053,753,3805,용인시,기흥구
4146311500,용인시 기흥구,동백동,,37615,18109,19506,2747,10866,용인시,기흥구
4146311600,용인시 기흥구,중동,,46846,22796,24050,3276,13024,용인시,기흥구
4146311700,용인시 기흥구,상하동,,23137,11221,11916,1169,5608,용인시,기흥구
4146311800,용인시 기흥구,보정동,,34414,16829,17585,2246,9263,용인시,기흥구
4146510100,용인시 수지구,풍덕천동,,76227,37787,38440,5961,26034,용인시,수지구
4146510200,용인시 수지구,죽전동,,72819,35416,37403,4605,21167,용인시,수지구
4146510300,용인시 수지구,동천동,,46717,22861,23856,4237,15566,용인시,수지구
4146510400,용인시 수지구,고기동,,3944,1976,1968,275,1028,용인시,수지구
4146510500,용인시 수지구,신봉동,,41227,19870,21357,3153,11940,용인시,수지구
4146510600,용인시 수지구,성복동,,54721,26352,28369,4427,15213,용인시,수지구
4146510700,용인시 수지구,상현동,,80258,38655,41603,6376,24571,용인시,수지구
4148010100,파주시,금촌동,,47391,23835,23556,2379,12917,파주시,
4148010200,파주시,아동동,,15629,7923,7706,812,4090,파주시,
4148010400,파주시,야동동,,4474,2384,2090,303,1366,파주시,
4148010500,파주시,검산동,,4486,2281,2205,178,1052,파주시,
4148010600,파주시,맥금동,,628,343,285,6,110,파주시,
4148010700,파주시,교하동,,1166,631,535,41,269,파주시,
4148010800,파주시,야당동,,54519,26621,27898,3821,17286,파주시,
4148010900,파주시,다율동,,32016,15940,16076,4889,13296,파주시,
4148011000,파주시,오도동,,480,261,219,14,92,파주시,
4148011100,파주시,상지석동,,6271,3131,3140,284,1847,파주시,
4148011200,파주시,산남동,,1376,706,670,47,283,파주시,
4148011300,파주시,동패동,,75068,37126,37942,8724,28091,파주시,
4148011400,파주시,당하동,,1449,725,724,70,407,파주시,
4148011500,파주시,문발동,,8477,4338,4139,411,2279,파주시,
4148011600,파주시,송촌동,,337,175,162,6,49,파주시,
4148011700,파주시,목동동,,63400,30761,32639,6497,21970,파주시,
4148011800,파주시,하지석동,,447,220,227,14,87,파주시,
4148011900,파주시,서패동,,427,232,195,23,101,파주시,
4148012000,파주시,신촌동,,568,366,202,10,206,파주시,
4148012100,파주시,연다산동,,587,309,278,17,113,파주시,
4148012200,파주시,와동동,,51131,25106,26025,4270,17143,파주시,
4148012300,파주시,금릉동,,3571,1828,1743,114,839,파주시,
4148025000,파주시,문산읍,,4,2,2,1,1,파주시,
4148025021,파주시,문산읍,문산리,8495,4168,4327,389,1925,파주시,
4148025022,파주시,문산읍,당동리,14325,7260,7065,1089,4552,파주시,
4148025023,파주시,문산읍,선유리,21497,11042,10455,2093,7231,파주시,
4148025024,파주시,문산읍,임진리,210,112,98,5,42,파주시,
4148025025,파주시,문산읍,운천리,941,500,441,10,140,파주시,
4148025026,파주시,문산읍,사목리,339,178,161,10,60,파주시,
4148025027,파주시,문산읍,마정리,621,324,297,11,87,파주시,
4148025028,파주시,문산읍,장산리,248,130,118,1,31,파주시,
4148025029,파주시,문산읍,내포리,1116,766,350,9,348,파주시,
4148025030,파주시,문산읍,이천리,586,361,225,8,119,파주시,
4148025321,파주시,파주읍,봉서리,2638,1353,1285,127,685,파주시,
4148025322,파주시,파주읍,향양리,908,498,410,20,170,파주시,
4148025323,파주시,파주읍,부곡리,383,201,182,3,59,파주시,
4148025324,파주시,파주읍,봉암리,1155,646,509,19,249,파주시,
4148025325,파주시,파주읍,백석리,617,353,264,16,99,파주시,
4148025326,파주시,파주읍,파주리,3263,1698,1565,91,635,파주시,
4148025327,파주시,파주읍,연풍리,4623,2495,2128,176,1126,파주시,
4148025621,파주시,법원읍,오현리,3,3,0,0,0,파주시,
4148025622,파주시,법원읍,법원리,3411,1818,1593,88,692,파주시,
4148025623,파주시,법원읍,가야리,1629,833,796,35,285,파주시,
4148025624,파주시,법원읍,동문리,368,205,163,3,41,파주시,
4148025625,파주시,법원읍,대능리,1753,902,851,25,314,파주시,
4148025626,파주시,법원읍,삼방리,372,193,179,6,57,파주시,
4148025627,파주시,법원읍,갈곡리,377,204,173,4,46,파주시,
4148025628,파주시,법원읍,직천리,168,90,78,2,19,파주시,
4148025629,파주시,법원읍,웅담리,589,331,258,12,92,파주시,
4148025630,파주시,법원읍,금곡리,613,341,272,2,113,파주시,
4148026221,파주시,조리읍,봉일천리,12235,6098,6137,481,2759,파주시,
4148026222,파주시,조리읍,뇌조리,720,409,311,14,120,파주시,
4148026223,파주시,조리읍,등원리,1068,605,463,22,227,파주시,
4148026224,파주시,조리읍,장곡리,1646,851,795,62,367,파주시,
4148026225,파주시,조리읍,오산리,983,560,423,12,182,파주시,
4148026226,파주시,조리읍,능안리,596,332,264,10,99,파주시,
4148026227,파주시,조리읍,대원리,10398,5100,5298,459,2284,파주시,
4148031021,파주시,월롱면,위전리,1022,545,477,23,213,파주시,
4148031022,파주시,월롱면,도내리,552,306,246,13,90,파주시,
4148031023,파주시,월롱면,덕은리,4469,3306,1163,40,1673,파주시,
4148031024,파주시,월롱면,능산리,253,153,100,3,52,파주시,
4148031025,파주시,월롱면,영태리,1880,1036,844,29,346,파주시,
4148032021,파주시,탄현면,성동리,400,220,180,9,75,파주시,
4148032022,파주시,탄현면,법흥리,8037,4281,3756,314,2034,파주시,
4148032023,파주시,탄현면,갈현리,797,431,366,16,125,파주시,
4148032024,파주시,탄현면,문지리,257,159,98,6,42,파주시,
4148032025,파주시,탄현면,대동리,548,295,253,10,105,파주시,
4148032026,파주시,탄현면,만우리,229,117,112,8,45,파주시,
4148032027,파주시,탄현면,축현리,1033,613,420,21,218,파주시,
4148032028,파주시,탄현면,금승리,438,272,166,4,114,파주시,
4148032029,파주시,탄현면,오금리,474,251,223,6,73,파주시,
4148032030,파주시,탄현면,낙하리,255,142,113,5,42,파주시,
4148032031,파주시,탄현면,금산리,238,130,108,3,40,파주시,
4148035021,파주시,광탄면,분수리,773,456,317,19,123,파주시,
4148035022,파주시,광탄면,방축리,477,271,206,8,76,파주시,
4148035023,파주시,광탄면,마장리,941,512,429,67,246,파주시,
4148035024,파주시,광탄면,발랑리,493,273,220,9,83,파주시,
4148035025,파주시,광탄면,창만리,914,521,393,14,148,파주시,
4148035026,파주시,광탄면,용미리,1621,883,738,32,272,파주시,
4148035027,파주시,광탄면,신산리,4031,2136,1895,128,790,파주시,
4148035028,파주시,광탄면,기산리,230,118,112,0,53,파주시,
4148035029,파주시,광탄면,영장리,791,439,352,10,127,파주시,
4148036021,파주시,파평면,덕천리,577,309,268,10,82,파주시,
4148036022,파주시,파평면,두포리,417,235,182,7,55,파주시,
4148036023,파주시,파평면,마산리,229,141,88,0,26,파주시,
4148036024,파주시,파평면,율곡리,521,257,264,14,69,파주시,
4148036026,파주시,파평면,금파리,483,249,234,3,71,파주시,
4148036027,파주시,파평면,장파리,800,407,393,13,91,파주시,
