,행정동,center_lat,center_lon,주차장수,최소거리(m)
406,자양3동,37.53573899235058,127.07633516213562,21.0,45.0
407,자양3동,37.536640328778866,127.07633006285278,11.0,49.0
408,자양3동,37.537541665068645,127.07632496334278,4.0,54.0
409,자양1동,37.53844300121992,127.07631986360563,0.0,0.0
410,화양동,37.53934433723268,127.07631476364128,0.0,0.0
411,화양동,37.54024567310692,127.07630966344976,0.0,0.0
412,화양동,37.54114700884262,127.076304563031,0.0,0.0
413,화양동,37.542048344439834,127.07629946238504,0.0,0.0
414,화양동,37.54294967989852,127.07629436151188,0.0,0.0
415,화양동,37.54385101521869,127.07628926041149,0.0,0.0
416,화양동,37.54475235040035,127.0762841590838,1.0,51.0
417,화양동,37.54565368544348,127.07627905752892,0.0,0.0
418,능동,37.54655502034809,127.07627395574674,0.0,0.0
419,능동,37.54745635511416,127.07626885373728,0.0,0.0
420,능동,37.54835768974171,127.07626375150052,0.0,0.0
421,능동,37.54925902423074,127.0762586490365,0.0,0.0
422,능동,37.55016035858125,127.07625354634516,0.0,0.0
423,군자동,37.55106169279321,127.07624844342648,0.0,0.0
424,군자동,37.55196302686665,127.07624334028048,0.0,0.0
425,군자동,37.552864360801586,127.07623823690714,1.0,50.0
426,군자동,37.55376569459795,127.07623313330645,2.0,58.0
427,군자동,37.554667028255814,127.07622802947836,0.0,0.0
428,군자동,37.55556836177512,127.07622292542295,1.0,32.0
429,군자동,37.5564696951559,127.07621782114012,0.0,0.0
430,군자동,37.55737102839814,127.07621271662993,0.0,0.0
431,군자동,37.55827236150184,127.07620761189231,1.0,50.0
432,중곡1동,37.55917369446701,127.07620250692727,0.0,0.0
433,중곡1동,37.56007502729364,127.07619740173485,0.0,0.0
434,중곡1동,37.56097635998172,127.07619229631494,0.0,0.0
435,중곡1동,37.561877692531255,127.07618719066758,0.0,0.0
436,중곡1동,37.562779024942266,127.0761820847928,0.0,0.0
437,중곡1동,37.56368035721471,127.07617697869053,0.0,0.0
438,중곡1동,37.56458168934862,127.07617187236076,0.0,0.0
439,중곡1동,37.56548302134398,127.0761667658035,0.0,0.0
440,중곡1동,37.5663843532008,127.07616165901877,0.0,0.0
441,자양2동,37.524025659691006,127.07753311264196,0.0,0.0
442,자양2동,37.52492699805102,127.07752802992552,0.0,0.0
443,자양2동,37.52582833627254,127.07752294698268,0.0,0.0
444,자양2동,37.52672967435555,127.0775178638134,0.0,0.0
445,자양2동,37.52763101230008,127.0775127804177,0.0,0.0
446,자양2동,37.52853235010612,127.07750769679556,0.0,0.0
447,자양2동,37.52943368777365,127.07750261294696,1.0,31.0
448,자양2동,37.53033502530267,127.07749752887187,0.0,0.0
449,자양2동,37.5312363626932,127.07749244457032,0.0,0.0
450,자양2동,37.53213769994523,127.07748736004228,0.0,0.0
451,자양1동,37.53303903705876,127.07748227528772,0.0,0.0
452,자양1동,37.53394037403379,127.0774771903067,0.0,0.0
453,자양1동,37.53484171087031,127.07747210509912,0.0,0.0
454,자양1동,37.53574304756833,127.077467019665,0.0,0.0
455,자양1동,37.53664438412783,127.07746193400438,0.0,0.0
456,자양1동,37.537545720548835,127.07745684811717,11.0,68.0
457,자양1동,37.53844705683133,127.07745176200343,0.0,0.0
458,화양동,37.53934839297531,127.07744667566308,0.0,0.0
459,화양동,37.540249728980776,127.07744158909615,0.0,0.0
460,화양동,37.54115106484774,127.07743650230265,0.0,0.0
461,화양동,37.54205240057618,127.0774314152825,0.0,0.0
462,화양동,37.542953736166105,127.07742632803578,0.0,0.0
463,화양동,37.543855071617514,127.07742124056242,0.0,0.0
464,화양동,37.54475640693042,127.0774161528624,0.0,0.0
465,화양동,37.54565774210481,127.07741106493576,0.0,0.0
466,능동,37.54655907714066,127.07740597678244,0.0,0.0
467,능동,37.54746041203799,127.07740088840248,0.0,0.0
468,능동,37.54836174679679,127.0773957997958,0.0,0.0
469,능동,37.549263081417095,127.07739071096246,0.0,0.0
470,능동,37.55016441589887,127.0773856219024,0.0,0.0
471,능동,37.5510657502421,127.07738053261563,0.0,0.0
472,능동,37.55196708444683,127.07737544310214,0.0,0.0
473,능동,37.552868418513015,127.07737035336191,2.0,37.0
474,군자동,37.553769752440665,127.07736526339497,0.0,0.0
475,군자동,37.5546710862298,127.07736017320124,7.0,18.0
476,군자동,37.55557241988039,127.07735508278074,0.0,0.0
477,군자동,37.55647375339246,127.07734999213346,0.0,0.0
478,군자동,37.557375086765994,127.07734490125942,0.0,0.0
